name,date,close,open,high,low,volume
VN30,03-02-2025,1315.46,1326.19,1326.19,1311.4,184653055
VN30,04-02-2025,1327.21,1320.61,1327.61,1317.42,184527293
VN30,05-02-2025,1331.35,1330.28,1334.58,1326.77,152340206
VN30,06-02-2025,1336.59,1336.42,1340.92,1333.45,175154373
VN30,07-02-2025,1340.8,1337.13,1345.26,1332.68,194063003
VN30,10-02-2025,1330.88,1336.47,1343.09,1327.15,283969588
VN30,11-02-2025,1338.4,1333.7,1338.4,1329.15,237682494
VN30,12-02-2025,1335.68,1341.47,1343.44,1335.35,131278165
VN30,13-02-2025,1337.78,1334.7,1338.33,1329.56,139211699
VN30,14-02-2025,1340.52,1339.22,1347.98,1338,185769477
VN30,17-02-2025,1334.01,1341.18,1342.89,1334.01,181088302
VN30,18-02-2025,1337.39,1335.56,1346.8,1332.62,177086547
VN30,19-02-2025,1344.64,1338.47,1346.67,1335.26,173393300
VN30,20-02-2025,1349.45,1348.11,1351.52,1345.43,207915175
VN30,21-02-2025,1353.73,1349.81,1355.09,1347.86,230690091
VN30,24-02-2025,1364.52,1357.3,1364.52,1352.52,296883740
VN30,25-02-2025,1360.56,1365.87,1369.32,1356.21,270435309
VN30,26-02-2025,1360.56,1362.06,1364.91,1358.79,213402380
VN30,27-02-2025,1363.62,1363.37,1364.27,1351.05,232269512
VN30,28-02-2025,1356.43,1360.55,1361.66,1351.09,237594806
VN30,03-03-2025,1361.16,1356.43,1362.8,1355.12,261024230
VN30,04-03-2025,1367.97,1357.55,1369.5,1350.11,296617110
VN30,05-03-2025,1363.91,1369.62,1379.66,1363.91,269498214
VN30,06-03-2025,1379.62,1368.13,1380.12,1367.82,283060312
VN30,07-03-2025,1389.77,1381.51,1390.98,1378.38,328660813
VN30,10-03-2025,1391.07,1394.81,1400.13,1387.23,307626205
VN30,11-03-2025,1393.57,1378.44,1393.57,1375.44,267268434
VN30,12-03-2025,1392.39,1397.4,1400.45,1387.35,268135601
VN30,13-03-2025,1387.3,1393.93,1400.6,1385.24,348831063
VN30,14-03-2025,1387.03,1387.08,1394.39,1385.2,374746690
VN30,17-03-2025,1394.9,1392.75,1397.28,1389.42,352390462
VN30,18-03-2025,1388.64,1398.44,1400.38,1388.64,291777344
VN30,19-03-2025,1377.63,1385.92,1386.57,1374.83,363636853
VN30,20-03-2025,1378.95,1382.23,1388.37,1371.98,360187463
VN30,21-03-2025,1378.27,1379.05,1381.25,1375.68,281382199
VN30,24-03-2025,1390.7,1379.27,1390.7,1372.71,351529037
VN30,25-03-2025,1388.79,1391.01,1398.29,1386.28,303958101
VN30,26-03-2025,1381.47,1390.15,1396.34,1379.39,300611767
VN30,27-03-2025,1380.26,1380.95,1384.75,1378.87,222832515
VN30,28-03-2025,1373.93,1380.2,1381.26,1369.83,208184101
VN30,31-03-2025,1363.88,1368.95,1369.07,1360.66,270618408
VN30,01-04-2025,1376.91,1369.18,1376.91,1363.6,212343999
VN30,02-04-2025,1376.94,1381.03,1384.38,1376.54,236793252
VN30,03-04-2025,1283.18,1342.46,1342.46,1282.99,811106220
VN30,04-04-2025,1280.52,1269.06,1280.52,1208.42,867856431
VN30,08-04-2025,1197.51,1241.58,1245.51,1193.47,558266636
VN30,09-04-2025,1168.68,1182.91,1220.73,1133.9,667720931
VN30,10-04-2025,1249.29,1248.92,1249.29,1248.1,55435201
VN30,11-04-2025,1309.94,1268.12,1310.02,1265.26,743354518
VN30,14-04-2025,1325.87,1318.17,1329.06,1310.63,394180470
VN30,15-04-2025,1310.76,1314.3,1329.99,1303.29,385242095
VN30,16-04-2025,1293.25,1310.07,1318.86,1288.06,286928695
VN30,17-04-2025,1303.03,1286.11,1304.47,1283.47,278893951
VN30,18-04-2025,1306.24,1313.42,1322.26,1306.24,409781269
VN30,21-04-2025,1294.29,1305.81,1310.59,1287.02,327239496
VN30,22-04-2025,1290.38,1287.55,1292.67,1216.35,641676880
VN30,23-04-2025,1303.04,1300.25,1311.72,1290.38,347261298
VN30,24-04-2025,1311.66,1306.43,1313.93,1297.21,292080861
VN30,25-04-2025,1317.18,1312.59,1318.66,1304.5,384809487
VN30,28-04-2025,1312.32,1318.09,1321.38,1305.51,218591061
VN30,29-04-2025,1309.73,1310.4,1312.88,1304.74,221957400
VN30,05-05-2025,1320.41,1309.73,1321.68,1309.43,206957663
VN30,05-05-2025,1320.41,1315.43,1321.68,1309.43,206957663
VN30,06-05-2025,1319.66,1320.41,1331.08,1316.18,275527967
VN30,06-05-2025,1319.66,1323.33,1331.08,1316.18,275527967
VN30,07-05-2025,1324.8,1319.66,1325.94,1316.27,241653068
VN30,07-05-2025,1324.8,1317.66,1325.94,1316.27,241653068
VN30,08-05-2025,1351.1,1324.8,1354.08,1324.8,324450622
VN30,08-05-2025,1351.1,1330.52,1354.08,1324.8,324450622
VN30,09-05-2025,1352.25,1351.1,1363.62,1348.13,269928974
VN30,09-05-2025,1352.25,1355.06,1363.62,1348.13,269928974
VN30,12-05-2025,1372.04,1352.25,1374.68,1352.03,449411114
VN30,12-05-2025,1372.04,1358.19,1374.68,1352.03,449411114
VN30,13-05-2025,1382.78,1382.14,1384.01,1370.29,370006063
VN30,14-05-2025,1397.87,1382.54,1400.1,1375.35,431685702
VN30,15-05-2025,1401.49,1398.22,1403.7,1384.67,564154888
VN30,16-05-2025,1384.44,1396.37,1404.13,1382.93,303989673
VN30,19-05-2025,1379.75,1372.87,1391.24,1371.05,341011465
VN30,20-05-2025,1407.52,1383.4,1408.56,1379.75,368198652
VN30,21-05-2025,1419.36,1429.15,1429.43,1407.52,410891963
VN30,22-05-2025,1409.56,1414.16,1432.84,1407.92,366294937
VN30,23-05-2025,1409.4,1408.99,1415.97,1400.83,222894432
VN30,26-05-2025,1423.85,1410.65,1424.01,1374.6,332336912
VN30,27-05-2025,1427.45,1428.68,1430.82,1418.76,349862869
VN30,28-05-2025,1432.19,1429,1436.99,1427.02,263000447
VN30,29-05-2025,1431.57,1435.61,1438.03,1424.02,291799953
VN30,30-05-2025,1423.68,1432.69,1436.22,1417.98,324398173
VN30,02-06-2025,1423.04,1421.74,1424.75,1407.73,256373994
VN30,02-06-2025,1423.04,1423.68,1424.75,1407.73,256373994
VN30,03-06-2025,1437.87,1426.74,1442.55,1423.04,344390035
VN30,03-06-2025,1437.87,1423.04,1442.55,1423.04,344390035
VN30,04-06-2025,1435.28,1441,1442.87,1429.48,268871462
VN30,04-06-2025,1435.28,1437.87,1442.87,1429.48,268871462
VN30,05-06-2025,1432.38,1434.55,1437.28,1423.41,208356792
VN30,05-06-2025,1432.38,1435.28,1437.28,1423.41,208356792
VN30,06-06-2025,1418.97,1427.57,1437.24,1412.69,280481959
VN30,06-06-2025,1418.97,1432.38,1437.24,1412.69,280481959
VN30,09-06-2025,1396.56,1417.55,1418.97,1394.12,221093654
VN30,09-06-2025,1396.56,1418.97,1418.97,1394.12,221093654
VN30,10-06-2025,1404.82,1392.34,1414.89,1381.43,246264841
VN30,10-06-2025,1404.82,1396.56,1414.89,1381.43,246264841
VN30,11-06-2025,1405.15,1411.19,1411.95,1390.9,167496912
VN30,11-06-2025,1405.15,1404.82,1411.95,1390.9,167496912
VN30,12-06-2025,1412.16,1412.25,1418.41,1392.5,356731168
VN30,12-06-2025,1412.16,1405.15,1418.41,1392.5,356731168
VN30,13-06-2025,1401.2,1397.99,1419.67,1385.02,398356869
VN30,13-06-2025,1401.2,1412.16,1419.67,1385.02,398356869
VN30,16-06-2025,1420.35,1394.58,1421.27,1382.2,310345916
VN30,16-06-2025,1420.35,1401.2,1421.27,1382.2,310345916
VN30,17-06-2025,1431.39,1425.47,1440.59,1420.14,268914967
VN30,17-06-2025,1431.39,1420.35,1440.59,1420.14,268914967
VN30,18-06-2025,1432.99,1432.59,1439.7,1425.74,275317419
VN30,18-06-2025,1432.99,1431.39,1439.7,1425.74,275317419
VN30,19-06-2025,1439.3,1433.51,1442.46,1426.41,252565952
VN30,19-06-2025,1439.3,1432.99,1442.46,1426.41,252565952
VN30,20-06-2025,1435.19,1442.13,1443.79,1423.77,339884942
VN30,20-06-2025,1435.19,1439.3,1443.79,1423.77,339884942
VN30,23-06-2025,1448.32,1426.72,1448.54,1418.81,241050507
VN30,23-06-2025,1448.32,1435.19,1448.54,1418.81,241050507
VN30,24-06-2025,1462.8,1460.66,1469.01,1448.32,327790644
VN30,24-06-2025,1462.8,1448.32,1469.01,1448.32,327790644
VN30,25-06-2025,1465.36,1465.61,1470.76,1460.42,293885782
VN30,25-06-2025,1465.36,1462.8,1470.76,1460.42,293885782
VN30,26-06-2025,1463.57,1468.64,1475.07,1458.98,228995712
VN30,26-06-2025,1463.57,1465.36,1475.07,1458.98,228995712
VN30,27-06-2025,1475.89,1467.74,1477.89,1459.93,281199806
VN30,30-06-2025,1477.56,1479.09,1481.58,1472.16,212317981
VN30,01-07-2025,1476.16,1479.09,1483.86,1466.97,255659150
VN30,02-07-2025,1482.76,1474.35,1483.02,1468.49,246295801
VN30,03-07-2025,1481.2,1478.93,1493.99,1477.37,423626134
VN30,04-07-2025,1488.77,1484.82,1489.54,1477.29,248573076
VN30,07-07-2025,1508.66,1496.13,1509.81,1488.77,568940738
VN30,08-07-2025,1529.27,1512.72,1529.72,1508.66,435179432
VN30,09-07-2025,1543.27,1535.56,1544.67,1526.77,594933272
VN30,10-07-2025,1569.34,1550.99,1569.4,1543.27,433761551
VN30,11-07-2025,1594.01,1578.39,1601.03,1567.3,455688650
VN30,14-07-2025,1605.66,1613.34,1616.99,1580.8,393368620
VN30,15-07-2025,1593.84,1609.06,1614.13,1593.45,442339496
VN30,16-07-2025,1614.42,1592.87,1614.63,1587.92,347232214
VN30,17-07-2025,1634.7,1621.16,1641.97,1614.42,425582315
VN30,18-07-2025,1643.91,1643.34,1648.18,1625.83,459976817
VN30,21-07-2025,1628.06,1657.49,1663.16,1621.19,488738296
VN30,22-07-2025,1655.98,1626.68,1655.98,1616.16,409854761
VN30,23-07-2025,1653.01,1667.25,1669.14,1650.04,491743817
VN30,24-07-2025,1661.23,1661.92,1663.39,1637.98,535686783
VN30,25-07-2025,1669.33,1658.22,1675.26,1655.36,427371217
VN30,28-07-2025,1695.63,1676.06,1697.14,1664.85,646730982
VN30,29-07-2025,1621.29,1698.52,1702.3,1616.64,856058246
VN30,30-07-2025,1630.78,1631.18,1642.67,1606.54,616028512
VN30,31-07-2025,1615.23,1640.03,1646.75,1602.17,643191514
VN30,01-08-2025,1614.11,1618.76,1621.64,1584.98,506721195
VN30,04-08-2025,1653.22,1610.96,1653.22,1607.13,451251955
VN30,05-08-2025,1690.43,1676.2,1730.14,1653.22,1146147784
VN30,06-08-2025,1723.31,1704.06,1726.58,1690.43,542139793
VN30,07-08-2025,1734.85,1737.62,1742.12,1715.54,644627065
VN30,08-08-2025,1729.08,1739.47,1745.88,1707.9,655356113
VN30,11-08-2025,1741.9,1733.6,1748.67,1726.91,610888455
VN30,12-08-2025,1755.25,1752.13,1756.72,1737.42,543592737
VN30,13-08-2025,1753.71,1762.6,1768.78,1726.89,684711682
VN30,14-08-2025,1793.78,1767.07,1793.84,1753.71,773223135
VN30,15-08-2025,1783.25,1813.43,1827.89,1763.88,789100296
VN30,18-08-2025,1786.37,1791.84,1797.37,1774.47,565201454
VN30,19-08-2025,1810.46,1796.41,1824.81,1786.37,661469221
VN30,20-08-2025,1828.46,1817.71,1833.84,1768.9,906979022
VN30,21-08-2025,1874.91,1840.02,1881.9,1828.46,751145479
VN30,22-08-2025,1814.02,1865.15,1882.23,1794.97,967399854
VN30,25-08-2025,1783.12,1829.6,1835.85,1774.84,697781160
VN30,26-08-2025,1849.05,1783,1850,1769.54,568354072
VN30,27-08-2025,1848.55,1861.66,1877.27,1841.13,633611038
VN30,28-08-2025,1861.2,1854.31,1866.18,1831.79,526443069
VN30,29-08-2025,1865.38,1872.38,1890.36,1855.28,635732753
VN30,03-09-2025,1859.59,1861.24,1876.63,1846.08,529935900
VN30,04-09-2025,1883.59,1866.18,1883.96,1850.15,540570951
VN30,05-09-2025,1845.48,1894.71,1901.66,1838.57,650746085
VN30,08-09-2025,1807.22,1837.08,1849.12,1804.6,743804624
VN30,09-09-2025,1825.17,1814.42,1825.17,1795.82,428767948
VN30,10-09-2025,1828.63,1833.07,1845.53,1811.28,352322947
VN30,11-09-2025,1855.08,1821.9,1860.19,1785.47,520638805
VN30,12-09-2025,1865.45,1857.99,1880.79,1843.87,393555610
VN30,15-09-2025,1876.75,1868.86,1876.75,1857.47,489163564
VN30,16-09-2025,1875.39,1886.97,1893.36,1864.51,558541539
VN30,17-09-2025,1868.85,1873.11,1884.67,1859.36,435572145
VN30,18-09-2025,1861.74,1873.88,1879.52,1833.16,371252793
VN30,19-09-2025,1859.53,1867.51,1874.4,1838.21,370107557
VN30,22-09-2025,1819.6,1853.66,1867.5,1801.57,473626594
VN30,23-09-2025,1821.45,1819.82,1835.37,1806.46,339792878
VN30,24-09-2025,1853.48,1822.51,1853.55,1801.03,472643213
VN30,25-09-2025,1858.67,1856.33,1868.11,1842.7,287007990
VN30,26-09-2025,1852.65,1858.87,1865.67,1841.4,297694847
VN30,29-09-2025,1862.23,1850.48,1870.38,1837.71,312081542
VN30,30-09-2025,1863.13,1864.14,1880.9,1841.4,390493247
