name,date,close,open,high,low,volume
UPCOMINDEX,05-09-2025,111.82,112.24,112.84,110.84,95130333
UPCOMINDEX,08-09-2025,110.12,111.13,111.82,109.47,69247657
UPCOMINDEX,09-09-2025,109.89,109.92,110.39,109.5,58148576
UPCOMINDEX,10-09-2025,110.37,110.18,110.94,109.89,31559470
UPCOMINDEX,11-09-2025,110.1,110.52,110.54,109.57,56407960
UPCOMINDEX,12-09-2025,110.09,110.37,110.95,110.02,57547494
UPCOMINDEX,15-09-2025,110.46,110.24,111.17,110.09,48773613
UPCOMINDEX,16-09-2025,111.32,110.85,111.65,110.46,48403639
UPCOMINDEX,17-09-2025,111.78,111.61,112.17,111.24,46430231
UPCOMINDEX,18-09-2025,111.1,111.67,111.78,110.77,30186024
UPCOMINDEX,19-09-2025,111.01,111.21,111.44,110.77,45727567
UPCOMINDEX,22-09-2025,110.15,111.16,111.41,109.93,36163303
UPCOMINDEX,23-09-2025,110.02,110.13,110.86,109.65,25490427
UPCOMINDEX,24-09-2025,109.65,110.26,111.33,109.56,27828692
UPCOMINDEX,25-09-2025,110.49,109.92,110.78,109.65,33308339
UPCOMINDEX,26-09-2025,110.63,110.59,110.96,110.43,51959728
UPCOMINDEX,29-09-2025,109.29,110.62,110.92,109.04,30312750
UPCOMINDEX,30-09-2025,109.46,109.3,109.95,108.64,37612673
UPCOMINDEX,01-10-2025,109.79,109.55,110.23,109.46,19417130
UPCOMINDEX,02-10-2025,109.79,109.94,110.36,109.41,23732133
UPCOMINDEX,03-10-2025,109.02,109.61,109.79,108.94,50583472
UPCOMINDEX,06-10-2025,109.16,109,110,108.41,37714217
UPCOMINDEX,07-10-2025,110.24,109.37,110.75,109.16,26291099
UPCOMINDEX,08-10-2025,110.43,110.32,111.15,109.93,30965011
UPCOMINDEX,09-10-2025,110.7,110.47,111.14,110.43,27111920
UPCOMINDEX,10-10-2025,111.61,110.94,112.39,110.9,48099646
UPCOMINDEX,13-10-2025,112.7,111.91,113.49,111.69,41502228
UPCOMINDEX,14-10-2025,113.15,112.99,113.98,112.58,48492496
UPCOMINDEX,15-10-2025,112.32,113.1,113.18,112.02,37940672
UPCOMINDEX,16-10-2025,112.37,112.5,113.02,112.13,35519384
UPCOMINDEX,17-10-2025,112.67,112.98,113.37,112.08,70103591
UPCOMINDEX,20-10-2025,110.31,112.56,112.67,108.13,60931173
UPCOMINDEX,21-10-2025,109.46,108.48,110.02,108.38,48194484
UPCOMINDEX,22-10-2025,109.82,109.19,110.67,109.19,32691315
UPCOMINDEX,23-10-2025,111.04,110.13,111.38,110.13,27508371
UPCOMINDEX,24-10-2025,110.87,111.17,111.41,110.69,46290131
UPCOMINDEX,27-10-2025,111.24,110.08,112.07,110.08,32634222
UPCOMINDEX,28-10-2025,110.96,111.06,111.51,110.61,31262428
UPCOMINDEX,29-10-2025,112.64,111.34,112.9,111.34,44073500
UPCOMINDEX,30-10-2025,113.42,112.83,114.2,112.74,40680114
UPCOMINDEX,31-10-2025,113.46,113.79,114.37,112.74,63409589
UPCOMINDEX,03-11-2025,114.63,113.48,115.53,113.45,35324390
UPCOMINDEX,04-11-2025,115.28,114.89,116.27,114.66,41156215
UPCOMINDEX,05-11-2025,116.5,115.78,117.85,115.61,25762958
UPCOMINDEX,06-11-2025,116.22,116.47,117.67,114.48,20505318
UPCOMINDEX,07-11-2025,116.75,115.32,117.58,115.32,42638470
UPCOMINDEX,10-11-2025,117.45,116.84,118.28,116.66,21118938
UPCOMINDEX,11-11-2025,117.85,117.25,118.54,117.25,20461890
UPCOMINDEX,12-11-2025,119.03,118.34,119.72,118.32,25871568
UPCOMINDEX,13-11-2025,120.04,119.65,120.49,119.57,36743289
UPCOMINDEX,14-11-2025,120.09,120.05,120.65,119.77,36310650
UPCOMINDEX,17-11-2025,120.66,120.46,120.99,120.27,39655121
UPCOMINDEX,18-11-2025,120,120.55,120.62,119.65,34994933
UPCOMINDEX,19-11-2025,119.64,119.12,120.26,119.12,34394351
UPCOMINDEX,20-11-2025,119.51,119.65,119.75,119.26,26422511
UPCOMINDEX,21-11-2025,118.69,119.58,119.64,118.42,42297940
UPCOMINDEX,24-11-2025,118.93,118.57,119.41,118.41,24335477
UPCOMINDEX,25-11-2025,118.92,119.03,119.34,118.6,31129757
UPCOMINDEX,26-11-2025,119.22,118.84,119.76,118.84,24957996
UPCOMINDEX,27-11-2025,119.36,119.33,119.66,119.17,23412160
UPCOMINDEX,28-11-2025,118.98,119.37,119.74,118.73,43864069
UPCOMINDEX,01-12-2025,119.14,119.12,119.54,118.99,22806935
UPCOMINDEX,02-12-2025,119.7,119.29,121.05,119.22,24766530
UPCOMINDEX,03-12-2025,120.16,119.84,120.61,119.64,32864217
UPCOMINDEX,04-12-2025,120.94,120.39,121.27,120.37,29767181
UPCOMINDEX,05-12-2025,120.49,121.5,121.5,119.98,43886728
UPCOMINDEX,08-12-2025,119.88,120.54,120.62,119.64,27926511
UPCOMINDEX,09-12-2025,119.68,119.98,120.13,119.34,32216747
UPCOMINDEX,10-12-2025,119.11,119.81,120.14,119,27145703
UPCOMINDEX,11-12-2025,119.99,119.3,120.17,119.21,31443745
UPCOMINDEX,12-12-2025,119.26,120.02,120.37,118.33,70179769
UPCOMINDEX,15-12-2025,118.55,119.12,119.13,117.97,22922725
UPCOMINDEX,16-12-2025,118.3,118.4,119.13,117.93,26830354
UPCOMINDEX,17-12-2025,118.76,118.48,118.89,118.33,24813016
UPCOMINDEX,18-12-2025,118.75,118.81,119.72,118.33,23078857
UPCOMINDEX,19-12-2025,119.41,118.96,119.71,118.96,41271075
UPCOMINDEX,22-12-2025,119.84,119.82,120.25,119.74,37593436
UPCOMINDEX,23-12-2025,119.95,120.13,120.42,119.74,36455047
UPCOMINDEX,24-12-2025,119.9,120.13,120.26,119.65,37658487
UPCOMINDEX,25-12-2025,120.15,120.13,120.56,119.68,45884910
UPCOMINDEX,26-12-2025,119.28,119.98,120.14,118.88,73277853
UPCOMINDEX,29-12-2025,120.21,119.49,120.6,119.38,30160848
UPCOMINDEX,30-12-2025,120.75,120.42,120.77,120.08,26735074
UPCOMINDEX,31-12-2025,120.97,120.77,121.37,120.67,40002383
UPCOMINDEX,05-01-2026,120.61,121.19,121.34,120.28,40488856
UPCOMINDEX,06-01-2026,120.14,120.61,121.08,119.88,45582461
UPCOMINDEX,07-01-2026,121.04,120.39,121.66,120.35,53508073
UPCOMINDEX,08-01-2026,121.59,121.32,121.94,121.2,53252714
